appId,title,score,genre,price,free,description,developer,installs,keyword,country,uncleaned_LLM_features,features_processed,consolidated_features,AI_maturity
org.intermountainhealthcare.android.connectcare,Connect Care: 24/7 Urgent Care,4.26,Medical,0,TRUE,"24/7 Virtual Care
The Intermountain Health Connect Care app allows you or your child to visit with an Intermountain Health clinician for certain urgent care conditions using your phone or tablet. If you have cold or flu symptoms, sinus pain, sore throat, painful urination, a minor rash or skin issue, upset stomach, or other minor symptoms, use Connect Care 24/7/365 to quickly and conveniently get the care you need from wherever you are – just $79 a visit. Many insurance plans accepted.

Connect Care is a convenient, affordable way to get care from Intermountain Health clinicians. Our highly-trained, board certified nurse practitioners and physician assistants have many years of experience in urgent care, clinics, and hospitals, and are specially trained to provide care using telehealth. Your doctor will also be able to see the results of your visit in your medical record, and can incorporate it into your overall care. When appropriate for your condition, we can prescribe and deliver your prescription to your home or nearest pharmacy.

Connect Care is not appropriate for all conditions. If you are unsure of whether you are having a life-threatening medical emergency, or are experiencing any of the following, please go to your nearest ER:

·       Chest pain or pressure

·       Uncontrolled bleeding

·       Sudden or severe pain

·       Coughing / vomiting blood

·       Difficulty breathing or shortness of breath

·       Sudden dizziness, weakness, change in vision, slurred speech, numbness, or other neurological changes

·       Severe or persistent vomiting or diarrhea

·       Changes in mental status, such as confusion

·       Assault, physical or sexual abuse, or child abuse",Intermountain Healthcare,"100,000+",Healthcare community,us,"['visit with clinician for urgent care conditions', 'get care from anywhere', 'convenient and affordable', 'prescribe and deliver prescriptions', 'see medical records', 'incorporate into overall care', 'not for life-threatening emergencies']","['visit clinician urgent care condition', 'get care anywhere', 'convenient affordable', 'prescribe deliver prescription', 'see medical record', 'incorporate overall care', 'lifethreatening emergency']","['lifethreatening emergency', 'visit clinician urgent care condition', 'incorporate overall care', 'get care anywhere', 'access medical record', 'convenient assessment', 'prescribe deliver prescription']",1
com.ecw.healow,healow,4.578458,Health & Fitness,0,TRUE,"Healow App is a convenient mobile tool that helps patients access health information and communicate with their providers to stay engaged, motivated, and make healthy choices. With the healow app, patients can easily:

 Message the care team – Contact care team through quick, secure direct messages.
View test results – Access labs and other test results as soon as they become available.
Self-schedule appointments – Book appointments with the care team and view upcoming visits beyond regular office hours.
Check in before the visit – Easily check in for appointments and save time by completing any necessary documentation before arrival.
Attend virtual visits –Initiate and attend telehealth visits with members of the care team.
View medications, set medication reminders,  and request for refills without calling the doctor.
View medical history including allergies, immunizations, vitals, visit summary, and other health information.
Monitor vitals and meet health goals using weight management, activity, fitness, and sleeping tracking tools to track readings and watch for trend changes to share with the doctor.
Manage and view multiple family member’s health records under one account.
 

Please note that patients must have an existing healow Patient Portal account with their doctor’s office. Once downloaded and launched, the patient must log in using the username and password used to access the provider’s healow Patient Portal website to begin using the app. It will ask the user to create a pin and enable Face ID or Touch ID. Enabling either of these features will save the user from having to enter their login information every time they want to use the app.",eClinicalWorks LLC,"5,000,000+",Healthcare community,us,"['message care team', 'view test results', 'self-schedule appointments', 'check in before visit', 'attend virtual visits', 'view medications', 'request medication refills', 'view medical history', 'track vitals', 'manage family health records', 'log in with patient portal account']","['message care team', 'view test result', 'selfschedule appointment', 'check visit', 'attend virtual visit', 'view medication', 'request medication refill', 'view medical history', 'track vitals', 'manage family health record', 'log patient portal account']","['view medical history', 'attend virtual visit', 'message care team', 'view test result', 'manage family health record', 'request prescription refill', 'check visit', 'view medication', 'track vitals', 'selfschedule appointment', 'log patient portal credential']",3
com.mycovenant.mycovenanthealth.play,MyCovenantHealth,3.8068182,Medical,0,TRUE,"MyCovenantHealth helps patients stay informed and take a more active role in their health.  Through the MyCovenantHealth mobile app, patients have easy, real-time access to Covenant Health’s online portal, which shows your latest health care information and provides services needed to plan and understand your care. 

Once Covenant Health grants you access to the online portal and creates an account for you, simply sign into the MyCovenantHealth mobile app with your MyCovenantHealth username and password.  If you have access to multiple Covenant Health hospital and medical practice portals, you can view all participating portals through the app.

The MyCovenantHealth app allows you to connect with your care team to:
•	Securely message your provider
•	Schedule and manage upcoming appointments
•	Access medical information, including laboratory results, medications, health issues, allergies, immunizations, and other health records.

If you need assistance accessing your existing account, visit MyCovenantHealth.com for support options. Contact your medical provider directly regarding questions about your health record.  Personal health inquiries or concerns posted as comments in the App Store cannot be addressed.",Covenant Health,"10,000+",Healthcare community,us,"['secure messaging with provider', 'appointment scheduling and management', 'access to medical information', 'view multiple hospital and medical practice portals']","['secure messaging provider', 'appointment scheduling management', 'access medical information', 'view multiple hospital medical practice portal']","['view multiple hospital medical practice portal', 'access medical record', 'appointment management', 'secure messaging provider']",1
com.firstyeargnm.communityhn,GNM - Community Health Nursing,0,Education,0,TRUE,"This App Contain Following Topics
1.Long Question
2.Short Notes are following
Community
Community Health
Community Health Nursing
Determinants of health
Levels of Health Care
Levels of Prevention of Disease
Role of Nurse in Primary Health Care
Health for All
Difference Between Institutional and Community Health Nursing
Antenatal Health Assessment
Uses of Epidemiology
Disease cycle/Course of Disease Cycle
Stages of Communicable Disease Cycle
Modes of Disease Transmission/Factors of Spread of Communicable Disease
Epidemiological Triad
Disinfection
Autoclaving
Immunizing Agents
Immunization
Function of Nurse in Referral System
National Immunization Schedule/Programme
Under Five Clinics
Child Guidance Clinic
Family Welfare Services
Family Health Records
Principles of Home Visiting
Bag Technique
Noise and its Effects
Cumulative Records
Designs of Cards/Records
Minor Ailment
Disinfection of Wells
Refuse Disposal Methods
Sewage Treatment Methods
Arthropods Control Measures
Health Education Opportunities
Epidemic,Endemic and Pandemic Definition
Water Pollution
National Environment Protection Programme/National Environment Policy (NEP)
RCA Latrines
Classification of Food
Protein
Ventilation
Transmission of Infection From Human Excreta
Ideal/Sanitary Well
Protein Deficiency
Malnutrition
Audiovisual Aids and its Importance
WHO
House Fly Life Cycle
Balance Diet
Vitamin D
Milk Pasteurization
Requirements of Good Lighting
Hookworm Infection (prevention and controlling measures)
Water Sources and Uses
Air Borne Transmission/Air Borne Disease
Essential Equipment Required for Home Visit
pulse Polio Immunization (PPIs) Programme
Tuberculosis
Mosquito Control Measures
Rehabilitation
Breast Feeding
Menstrual Hygiene
AIDS
Methods of Prevention and Storage of Food
Principles of Cooking
Malaria and its Control
Vector Borne Disease Transmission
Planned Parenthood
Environmental Hygiene
Small Family Norm
Function and Source of Different types of Vitamins
Rickets
Infection
ORS/Oral Rehydration Salt(solution)/Oral Rehydration Therapy (ORT)
Mental Health
Night Blindness
Merits and Demerits of Home Visit
Mid Day Meal/Nutrition Programme
Disadvantage of Boiling of Milk
3.Fiil in the blanks
4.true and false
5.MCQ (multi choise Questions)
6.Definition
7.Abbreviation
8.Quiz",Nursing Study,"10,000+",Healthcare community,us,"['community health nursing notes', 'disease cycle stages', 'epidemiology uses', 'disinfection methods', 'immunization schedule', 'referral system function', 'home visiting principles', 'health education opportunities', 'water pollution prevention', 'environmental hygiene practices', 'food storage methods', 'cooking principles', 'malaria control measures', 'vector borne disease transmission', 'planned parenthood', 'mental health resources', 'mid day meal nutrition', 'oral rehydration therapy', 'true and false questions', 'mcq questions', 'definition of terms', 'abbreviation guide', 'quiz feature']","['community health nursing note', 'disease cycle stage', 'epidemiology us', 'disinfection method', 'immunization schedule', 'referral system function', 'home visiting principle', 'health education opportunity', 'water pollution prevention', 'environmental hygiene practice', 'food storage method', 'cooking principle', 'malaria control measure', 'vector borne disease transmission', 'planned parenthood', 'mental health resource', 'mid day meal nutrition', 'oral rehydration therapy', 'true false question', 'mcq question', 'definition term', 'abbreviation guide', 'quiz feature']","['cooking principle', 'planned parenthood', 'referral system function', 'disinfection method', 'community health nursing note', 'health coaching', 'food storage method', 'vector borne disease transmission', 'malaria information', 'oral rehydration therapy', 'disease cycle stage', 'water pollution prevention', 'true false question', 'home visit', 'immunization schedule', 'definition term', 'epidemiological term', 'mcq question', 'environmental hygiene', 'abbreviation guide', 'quiz feature', 'mental health', 'mid day meal nutrition']",1
com.thecgc.app,Community Guidance Center,4.714286,Medical,0,TRUE,"Welcome to the Community Guidance Center's Telehealth app, your gateway to accessible and compassionate mental health support from the comfort of your own space. We understand the importance of mental well-being, and we're here to make it easier for you to connect with qualified mental health professionals whenever you need them. 

🌟 Secure and Convenient Telehealth Sessions  

Access confidential and safe video, voice, or chat sessions with our licensed therapists, counselors, and psychiatrists. Receive the support you deserve without leaving your home. 

🧠 Diverse and Expert Mental Health Providers  

Our providers are a diverse group of mental health experts, ensuring you can find the right fit for your unique needs. They specialize in multiple areas, including anxiety, depression, trauma, and relationship issues. 

🧡 Supportive Community  

Learn about our consumer Group sessions and connect with others on a similar journey. Share experiences, gain insights, and encourage one another. 

🔒 Confidential and HIPAA-Compliant  

Rest assured, your data and conversations are protected with the highest level of security and adhere to strict HIPAA guidelines. 

💼 Dedicated Case Management For those seeking long-term support, our case management feature ensures you receive personalized care and support throughout your mental health journey. 

🌐 Accessible from Anywhere  

Our app is available on multiple devices, making easy connections with your mental health provider, even while you are on the go. 

We believe you deserve access to quality mental health care, and our Mental Health Telehealth app design breaks down barriers to mental health care. Take the first step towards better mental health and well-being. Download our app today. 

Remember, you are not alone on this journey, and we are here to support you every step of the way. Your mental health matters, and with our app, you can prioritize it like never before. 

Download now to start your journey towards a healthier, happier you. Together, we can make a difference in your mental well-being.",Community Guidance Center,"1,000+",Healthcare community,us,"['secure and convenient telehealth sessions', 'diverse and expert mental health providers', 'supportive community', 'confidential and hipaa-compliant', 'dedicated case management', 'accessible from anywhere', 'video voice or chat sessions', 'connect with qualified mental health professionals']","['secure convenient telehealth session', 'diverse expert mental health provider', 'supportive community', 'confidential hipaacompliant', 'dedicated case management', 'accessible anywhere', 'video voice chat session', 'connect qualified mental health professional']","['dedicated case management', 'diverse expert mental health provider', 'video voice chat session', 'confidential hipaacompliant', 'connect qualified mental health professional', 'secure convenient telehealth session', 'accessible anywhere', 'supportive community']",1
org.stanfordhealthcare.myhealth,Stanford Health Care MyHealth,4.427966,Medical,0,TRUE,"Accessing your personal health information has never been easier. The MyHealth mobile app from Stanford Health Care puts your personal information at your fingertips to make managing your health care simple, quick, and completely confidential. 

With the Stanford Health Care MyHealth app you can:

1.	Schedule your in-person appointments or video visits, and eCheck-in for appointments
2.	Communicate with your care team
3.	View test results and manage medications
4.	Inside our buildings, follow step by step directions to your appointment location
5.	Review and pay bills
6.	Get up to date health information during a stay at the hospital

and more…",Stanford Health Care,"100,000+",Healthcare community,us,"['schedule appointments', 'communicate with care team', 'view test results', 'manage medications', 'get directions', 'review bills', 'pay bills', 'get health information']","['schedule appointment', 'communicate care team', 'view test result', 'manage medication', 'get direction', 'review bill', 'pay bill', 'get health information']","['view medication', 'message care team', 'pay bill', 'view test result', 'review bill', 'provide health data', 'schedule upcoming appointment', 'get direction']",1
com.chronicinsights,Chronic Insights symptom diary,4.71,Health & Fitness,0,TRUE,"The privacy-first, ad-free, premium symptom diary that people with chronic health conditions deserve, made by a disabled entrepreneur who lives with a painful autoimmune condition called axial spondyloarthritis.

Free features include:

- track unlimited symptoms and customise them to your needs
- bring in heart rate, activity and sleep data from Fitbit, Samsung Health, Google Fit and more via Health Connect
- track unlimited vital measurements (eg blood pressure, blood glucose, menstrual flow and many more)
- track unlimited medications
- track unlimited factors (things which might trigger or help your symptoms)
- view everything as beautiful, informative and customisable charts
- track mood
- track body measurements
- track your condition with health impact questionnaires such as the BASDAI and BASFI for axial spondyloarthritis
- record blood test results and urine test results
- configure items as line charts or bar charts to fit your needs
- tag, sort, filter and archive items
- create your own custom analysis charts to compare items and spot trends
- export to PDF
- mindfulness breathing exercises
- backup to your own private Dropbox, Google Drive or OneDrive account
- no ads, no personally identifiable data collected or sold

Support my work by subscribing to these optional premium features:

- make your pain visible by ""painting"" the location of your chronic pain onto interactive 3D models which you can rotate and zoom
- paint onto joints and bone to record rheumatic pain
- view your pain as a 3D ""heatmap"" and animated timeline
- quick-record symptoms using the Chronic Insights Wear OS watch app and complication (Wear OS app does not function standalone and requires a linked phone or tablet running the Chronic Insights mobile app)
- view up to 1 year of weather data including temperature, pressure, humidity and precipitation to see if they affect your symptoms
- get a 3 day weather and air quality forecast
- export all data to a spreadsheet",Chronic Insights Ltd,"10,000+",Chronic disease management,us,"['track unlimited symptoms', 'bring in health data', 'track vital measurements', 'track medications', 'track factors', 'view charts', 'track mood', 'track body measurements', 'track condition', 'record test results', 'configure charts', 'tag and filter items', 'create custom analysis charts', 'export to pdf', 'backup data', 'mindfulness exercises', 'no ads or data collection', 'optional premium features', 'paint chronic pain', 'view pain heatmap', 'quick-record symptoms', 'view weather data', 'get forecast', 'export all data']","['track unlimited symptom', 'bring health data', 'track vital measurement', 'track medication', 'track factor', 'view chart', 'track mood', 'track body measurement', 'track condition', 'record test result', 'configure chart', 'tag filter item', 'create custom analysis chart', 'export pdf', 'backup data', 'mindfulness exercise', 'ad data collection', 'optional premium feature', 'paint chronic pain', 'view pain heatmap', 'quickrecord symptom', 'view weather data', 'get forecast', 'export data']","['paint chronic pain', 'track vital measurement', 'view pain heatmap', 'track medication', 'view weather data', 'backup restore data', 'ad data collection', 'optional premium feature', 'configure chart', 'quickrecord symptom', 'get forecast', 'record test result', 'track unlimited symptom', 'track condition', 'provide health data', 'track mood', 'view chart', 'mindfulness exercise', 'export pdf', 'create custom analysis chart', 'track body measurement', 'export data', 'tag filter item']",3
com.bearable,Symptom & Mood Tracker,4.6101694,Health & Fitness,0,TRUE,"✅ <b>Reclaim control over your Symptoms & Mood</b>

Bearable helps people reclaim control of their well-being by making mood and symptom tracking simple, convenient, and accessible. Making entries into our symptom & mood tracker is effortless, so you can focus on feeling better. 

✅ <b>Gain Symptom & Mood insights with just a few clicks a day</b>

Discover trends and correlations in your habits, symptoms, mood, and more. With just a few clicks each day our health tracker can help you gain insights into what’s helping or triggering changes in Mood, Fatigue, and symptoms of chronic illnesses such as PMDD, Lupus, Bipolar, Anxiety, Headache, Migraine, Fibromyalgia, Depression and more.

✅ <b>All your health tracking in one place</b>

Tired of using multiple apps to track your mood, symptoms, sleep, and medication? We think this should be kept in one app so that you and your doctors can get a complete picture of your health.


Bearable helps you to:

✔️ <b>Discover what improves & worsens your symptoms</b> Track your medication, self-care, habits, & activities and discover how they correlate with changes in your symptoms, mood, mental health, and more.


✔️ <b>Communicate with your Doctor or Therapist</b> Easily share reports + timelines showing changes in mood and symptoms of chronic illnesses such as chronic pain, PMDD, Lupus, Bipolar, Anxiety, Headache, Migraine, Fibromyalgia, Depression and more.


✔️ <b>Spot patterns & warning signs</b> Get a headstart on managing your symptoms, mood, and energy levels. Our graphs & weekly reports help you to spot when things take a turn for the worse so you can act fast.


✔️ <b>Monitor changes in symptoms over time</b> Keep an eye on changes in existing symptoms, new symptoms, and how symptoms respond to new medication and treatment. 


✔️ <b>Stay accountable for self-care habits</b> Find the things that help you to manage your symptoms, mood, and mental health and use optional reminders and goals to stick to your self-care plan and adhere to your meds schedule.


✔️ <b>Feel in control of your health again</b> Over 75% of the Bearable community - comprised of people living with chronic illnesses including Chronic Pain, pmdd, Lupus, Bipolar, Anxiety, Headache, Migraine, Fibromyalgia, Depression (and more) - tell us that Bearable helps gives them a sense of control over their health and well-being.

And there’s much more…

➕ <b>Set Reminders.</b>  For healthy medication, mental health check-ins, and self-care.

➕ <b>Share and Export.</b>  

➕ <b>Sync health data automatically.</b>  

➕ <b>Dark mode.</b> 

➕ <b>Restore data across devices.</b> 


💡 <b>Just some of the ways people use Bearable</b>

Symptom tracker
Mood tracker & journal
Mental health tracker
Anxiety tracker
Pain tracker
Medication tracker
Health tracker
Headache tracker
Lupus tracker
Pmdd tracker


🔐 <u>PRIVATE & SECURE</u>

Rest easy knowing your data is encrypted securely on our servers. You have full control over your data and can delete it from within the app at any time.  It’s important to emphasise that we will never under any circumstances sell any personal data to anyone.


💟 <u>Made by people who understand & care</u>

Created by people living with chronic health issues and with feedback from thousands of people with mental and physical health conditions, including Anxiety, Depression, Chronic Fatigue (me / cfs), Multiple Sclerosis (ms), Fibromyalgia, Endometriosis, Bipolar, bpd, ptsd, Migraines, Headaches, Vertigo, Cancer, Arthritis, Crohn's, Diabetes, ibs and ibd, pcos, pmdd, Ehlers-Danlos (eds), Dysautonomia, mcas, and many more.

We aim to make our symptom tracker simple and accessible to everyone, even people suffering from fatigue and brain fog that often accompanies many conditions. We’ve created a sense of community and will continue to listen closely to those who need it most. We’re committed to improving this app to help as many people as possible. We’d love to hear from you (james@bearable.app).",Bearable,"500,000+",Chronic disease management,us,"['symptom tracking', 'mood tracking', 'health tracking', 'medication tracking', 'self-care tracking', 'habit tracking', 'activity tracking', 'report sharing', 'doctor communication', 'pattern spotting', 'warning sign detection', 'symptom monitoring', 'self-care accountability', 'reminder setting', 'data export', 'data syncing', 'dark mode', 'data restoration', 'private and secure data storage']","['symptom tracking', 'mood tracking', 'health tracking', 'medication tracking', 'selfcare tracking', 'habit tracking', 'activity tracking', 'report sharing', 'doctor communication', 'pattern spotting', 'warning sign detection', 'symptom monitoring', 'selfcare accountability', 'reminder setting', 'data export', 'data syncing', 'dark mode', 'data restoration', 'private secure data storage']","['private secure data storage', 'warning sign detection', 'habit tracking', 'provide health data', 'export data', 'data syncing', 'view medication', 'data restoration', 'mood tracking', 'report sharing', 'symptom tracking', 'dark mode', 'reminder setting', 'symptom monitoring', 'selfcare tracking', 'doctor communication', 'activity tracking', 'pattern spotting', 'selfcare accountability']",3
health.human.app,Human Health Tracker,4.53,Medical,0,TRUE,"💗 Human Health: Symptom Tracker, Medication Reminder & Digital Health Record

The ultimate app to track symptoms, medications & treatments, turning your daily experience into actionable data.

With Human Health, you can create a secure digital health record to monitor how your symptoms or overall health are changing over time. Designed with input from patients, parents & medical experts from top US hospitals & universities, Human Health helps manage symptoms & treatments for chronic conditions, mental health, neurological disorders, pain, autoimmune diseases & more.

Key Features:
🤒 SYMPTOM TRACKER & HEALTH JOURNAL
- Track over 1700+ symptoms daily, including chronic symptoms, mental health symptoms, neurological symptoms, pain symptoms, autoimmune symptoms, and gastrointestinal symptoms.
- Get personalized insights into how symptoms change over time.
- Add photos and notes to symptoms for more in-depth information.
- Create a mood journal to monitor mental health symptoms like stress, anxiety, depression, and emotional well-being.

💊 MEDICATION REMINDER, TREATMENTS LOG & PILL TRACKER
- Log medications, treatments, and supplements with custom reminders.
- Track 100,000+ treatments, including therapies, assistive devices, and lifestyle changes.
- Create a flexible medication & treatment plan: choose medication frequency that works for you.
- Track medication & treatment adherence & compare it to your symptom data

🧠 MENTAL HEALTH TRACKER & MOOD JOURNAL
- Log mental health symptoms like anxiety, depression, & mood swings.
- Track mental health patterns & understand mood fluctuations.
- See how medications & lifestyle changes impact mental health.
- Journal to better manage your mental health.

👩‍⚕️ DOCTOR READY HEALTH REPORTS
- Generate a free 3-month health summary (symptom & medications) for doctor visits.
- Customizable reports for greater flexibility to highlight relevant symptoms & medication changes e.g. only include mental health symptoms and mental health medications for therapists. 
- Store & access lab results, scans, & medical records for easy access.

🤝 FAMILY SYMPTOM & MEDICATION TRACKING
- Create multiple profiles for your family in Human Health.
- Use Human Health as your own symptom tracker & medication reminder
- Use Human Health as a symptom tracker & medication reminder for your family. 

🔒 YOUR PRIVACY, OUR PRIORITY
-Encrypted and protected data, with control over who views your information.
-Your personal data will never be sold, and you can delete it anytime.
-Always accessible data—download, export, or delete files when needed.

For more information, visit: https://humanhealth.zendesk.com/hc/en-us
Privacy Policy: https://humanhealth.zendesk.com/hc/en-us/articles/17643897206681-Our-Privacy-Policy
For support, email: support@human.health

Insights provided by Human Health do not constitute medical advice. Always consult your doctor before making any medical decisions.",Human Operations Pty Ltd,"100,000+",Chronic disease management,us,"['symptom tracker', 'medication reminder', 'digital health record', 'secure data storage', 'personalized insights', 'mood journal', 'medication adherence tracking', 'treatment log', 'pill tracker', 'mental health tracker', 'doctor ready health reports', 'family symptom tracking', 'family medication tracking', 'encrypted data', 'data export', 'data deletion']","['symptom tracker', 'medication reminder', 'digital health record', 'secure data storage', 'personalized insight', 'mood journal', 'medication adherence tracking', 'treatment log', 'pill tracker', 'mental health tracker', 'doctor ready health report', 'family symptom tracking', 'family medication tracking', 'encrypted data', 'data export', 'data deletion']","['mental health tracker', 'export data', 'digital health record', 'family medication tracking', 'secure data storage', 'treatment log', 'pill tracker', 'symptom tracking', 'mood journal', 'medication adherence tracking', 'personalized insight', 'medication reminder', 'encrypted data', 'doctor ready health report', 'family symptom tracking', 'data deletion']",3
com.dischargeiq.feedbackiq,ChronicCareIQ,4.6831684,Medical,0,TRUE,"Your doctor or hospital may have asked you to download ""ChronicCareIQ"" to assist in the on-going management of your care or as you transition home from the hospital. This app is exclusively for patients of participating health care providers and systems. After downloading it, follow the instructions on the information sheet you were given at the office or hospital. To learn more, please visit ChronicCareIQ.com or call the number on your information sheet.","Discharge IQ, Inc.","10,000+",Chronic disease management,us,"['download and follow instructions', 'exclusive for participating healthcare providers', 'visit website for more information', 'call for support']","['download follow instruction', 'exclusive participating healthcare provider', 'visit website information', 'call support']","['call support', 'download follow instruction', 'visit website information', 'exclusive participating healthcare provider']",1
com.careclinicsoftware.careclinic,Symptom & Mood Tracker,2.81,Health & Fitness,0,TRUE,"<strong>✅  Take Control of Your Health. Track symptoms, medications & mood all from one App.</strong>

We are a <strong>clinically studied</strong> health tracker app that simplifies managing your chronic, mental, and overall health. Easily track your treatments to better understand how your or a loved one’s health is changing over time.

👩‍⚕️Designed with input from patients, parents, & medical experts from top US universities. Discover and monitor trends and easily share it all with your doctor and caregivers.

⭐ 1000’S of 5-STAR REVIEWS
""I love this health app! It lets me gain insights into how I am doing overall with just a few taps a day. I love that I can track all aspects of my treatment in one place."" -Nat

<strong>Why Use the CareClinic App?</strong>
- Your health data is encrypted, private and never shared without consent 🔐
- Our AI helps manage your health in just 5 minutes a day
- Unlock insights about your health with just a few check-ins
- Integrates well with wearables, Google Fit & works across devices

CareClinic is <u>more</u> than health <strong>symptom tracker</strong> app.

<strong>We Help You Simplify Your Health Journey</strong> - Build healthy habits and remain accountable
- Share data with your doctor, insurance, or employer
- See what works and get a correct diagnosis quicker

📲 <strong>Over 15 Trackers included</strong> (Toggle only the ones you need!)

🤒 <strong>Symptom Tracker</strong>
💊 <strong>Medication Tracker</strong> - For prescriptions, birth control, vitamins & supplements. Indicates interactions & synergies
❤️ <strong>Measurements</strong> - For vitals, blood pressure, blood sugar, weight, temperature/fever, pulse, or add a custom metric
📝 <strong>Health Journal</strong> - Freeform or guided with prompts
😀 <strong>Mood Tracker</strong> - Comes with a medical-grade assessment scale
🥗 <strong>Nutrition Tracker</strong> - Track micros, macros, calories or just log meals with a built-in database
☕️ <strong>Fluids</strong>
🚶‍♀️‍➡️ <strong>Activities </strong> - Track physical activities like walking, steps and exercises
⚠️ <strong>Factors</strong> - Environmental factors, social factors, more
🛌 <strong>Sleep Tracker</strong> - Try sleep sounds
🚽 <strong>Stool Tracker</strong> - Use the Bristol Stool Scale & Urine
📋 <strong>Assessments</strong> - Complete standardized medical questionnaires like the PHQ9, GAD7
⭕️ <strong>Cycle Tracker</strong> - Track your menstrual cycle, period, and ovulation and get predictions
🧘🏻 <strong>Therapies</strong>
☀️ <strong>Weather</strong> - Tracks automatically, helpful for those with migraines & mood

📲 <strong>And many Modules!</strong>

👪 <strong>Care Teams</strong>: Add your dependents and caregivers, share, nudge & view their data remotely
⏰ <strong>Reminders: </strong>Easily set reminders for pills, symptom check-ins, activity & more

➕ Store health Goals, Conditions (comorbidities), Allergies, Test Results, Immunizations (vaccines), surgeries
➕ Educational content, soundscapes, quotes, built-in care plans, exercise & medication library
➕ Monitor progress in charts, logs & AI based trends
➕ Trusted by doctors

<strong>CUSTOMIZABLE</strong>
- Very little manual entry required, use AI + built-in suggestions
- Export PDF reports

<strong>👉🏻  Your Complete Health Planner</strong>

Essential for chronic illness and mental health, used for ADHD, Anxiety, Bipolar Disorder, Depression, Panic Attacks, PTSD, PMDD, Chronic Pain, Fibromyalgia, IBD, IBS, Diabetes, Rheumatoid Arthritis (RA), Multiple Sclerosis (MS), Chronic Fatigue (ME/CFS), POTS, Epilepsy, Vertigo, Cancer, Lupus, Psoriasis, IPF, Endometriosis, PCOS, Ehlers-Danlos Syndrome (EDS), MCAS, Dysautonomia, flu, food allergies, gut health, pregnancy symptoms, and other disorders.

Free to use forever or $5.99/m, $39.99/yr for power users. More bearable than using multiple apps. We're here to support as many people as possible with our symptom tracker. If you have concerns, email us.",CareClinic Tracker & Reminder,"100,000+",Chronic disease management,us,"['track symptoms', 'track medications', 'track mood', 'clinically studied health tracker', 'design with patient input', '1000s of 5-star reviews', 'encrypted health data', 'ai-powered health management', 'unlock health insights', 'integrates with wearables', 'customizable health tracking', 'symptom tracker', 'medication tracker', 'measurements tracker', 'health journal', 'mood tracker', 'nutrition tracker', 'fluids tracker', 'activities tracker', 'factors tracker', 'sleep tracker', 'stool tracker', 'assessments tracker', 'cycle tracker', 'therapies tracker', 'weather tracker', 'care teams', 'reminders', 'store health goals', 'educational content', 'export pdf reports', 'build healthy habits', 'share data with doctor', 'see what works', 'get correct diagnosis', 'over 15 trackers included']","['track symptom', 'track medication', 'track mood', 'clinically studied health tracker', 'design patient input', '1000 5star review', 'encrypted health data', 'aipowered health management', 'unlock health insight', 'integrates wearable', 'customizable health tracking', 'symptom tracker', 'medication tracker', 'measurement tracker', 'health journal', 'mood tracker', 'nutrition tracker', 'fluid tracker', 'activity tracker', 'factor tracker', 'sleep tracker', 'stool tracker', 'assessment tracker', 'cycle tracker', 'therapy tracker', 'weather tracker', 'care team', 'reminder', 'store health goal', 'educational content', 'export pdf report', 'build healthy habit', 'share data doctor', 'see work', 'get correct diagnosis', '15 tracker included']","['assessment tracker', 'stool tracker', 'customizable health tracking', '15 tracker included', 'store health goal', 'track symptom', 'track medication', 'educational content', 'activity tracking', 'medication adherence tracking', 'health journal', 'build healthy habit', 'export pdf', '1000 5star review', 'nutrition', 'encrypted health data', 'care team', 'get correct diagnosis', 'integrates wearable', 'clinically studied health tracker', 'aipowered health management', 'design patient input', 'unlock health insight', 'factor tracker', 'fluid tracker', 'track mood', 'sleep tracker', 'mood tracking', 'reminder setting', 'see work', 'view weather data', 'cycle tracker', 'therapy tracker', 'symptom tracking', 'share data doctor']",3
com.my_apps_studio.all_diseases_treatment,All Diseases Treatments,4.366667,Health & Fitness,0,TRUE,"This is complete solution to read all diseases treatments through this app. It's completely free and offline. It is very useful for pharmacists, medical students, hospital workers, nursing professionals, health professionals, doctors, laboratory technicians, patients, common people, etc.
This is a Medical Dictionary hand book can act as a clinical advisor for self diagnosis and can also be used to look up symptoms, diseases and treatment. Medical dictionary free download is like a free Doctor at home for common diseases and treatment codes.
All major categories relevant to diseases including common diseases, health and care, viruses, mental health, ear, nose and throat relevant diseases, cancer, infection and poisoning, injuries, pregnancy relevant complications, eyes relevant and almost every part of body relevant diseases are added. All common diseases including allergies, cold and flu, diarrhea, headaches, hepatitis, and their types are included.
KEY FEATURES:
Works completely offline without internet
Detailed description of all major diseases and medical disorders
Information regarding treatment of every disease and each medical disorder
Complete healthcare guide and medical dictionary
Medical Disorder & Diseases Treatment Dictionary
Diseases Dictionary
DISCLAIMER:
App content provided for reference, educational purposes only. It is not to use for medical diagnosis, medical advice or treatment. Consult a doctor before the actual usage of any information in this app.",My_Apps_Studio,"500,000+",Chronic disease management,us,"['disease treatment information', 'offline access', 'medical dictionary', 'disease description', 'treatment information', 'healthcare guide', 'medical disorder dictionary', 'disease dictionary']","['disease treatment information', 'offline access', 'medical dictionary', 'disease description', 'treatment information', 'healthcare guide', 'medical disorder dictionary', 'disease dictionary']","['healthcare guide', 'medical disorder dictionary', 'communicable disease information', 'medical dictionary', 'offline access', 'disease description', 'disease dictionary', 'treatment information']",1
